-23.50,-17.50
-50.00,31.50
-53.50,27.50
-34.50,35.00
-29.00,53.00
-27.50,49.50
-3.00,19.50
-39.00,2.00
-60.00,37.00
-65.00,34.00
-30.00,44.00
-31.00,56.00
-25.00,49.50
0.00,30.50
-37.50,13.00
-50.50,41.00
-52.50,36.50
-26.00,42.00
-31.50,53.50
-26.50,47.00
-1.00,23.50
43.00,50.00
-72.00,61.00
-75.00,60.00
-73.50,49.50
-33.00,52.00
-27.00,49.00
-6.50,26.50
-2.00,19.00
-20.00,80.50
-31.00,80.00
-55.50,75.50
-87.00,72.50
-87.50,40.00
-52.50,24.00
-3.50,26.00
-25.50,49.00
-30.00,81.50
-28.00,77.00
-37.50,56.00
-45.00,-6.50
-50.50,-24.00
-2.50,24.50
-29.00,47.00
-32.00,53.00
-24.50,46.50
-28.00,56.50
-30.00,62.00
-32.50,-11.00
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
-91.50,91.50
